"","Strain Name","Virus Species","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","Segment","Protein Name","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"750","VRL2354/78","Rift Valley fever phlebovirus","HM587058","490","-N/A-","1978","Cow","bovine fetus","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"751","200803164","Rift Valley fever phlebovirus","JF311388","1691","-N/A-","03/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"752","M347_ARMcx_MR_GI_2003","Rift Valley fever phlebovirus","JN995338","718","-N/A-","2003","Mosquito","Culex poicilipes","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"753","ZH-548","Rift Valley fever phlebovirus","DQ380206","3885","-N/A-","1977","Human","Homo sapiens","Egypt","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Northern Africa"
"754","200803162","Rift Valley fever phlebovirus","JF311386","1691","-N/A-","01/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"755","FI-28","Rift Valley fever phlebovirus","GU135857","756","-N/A-","12/19/2008","Mosquito","Anopheles squamosus","Madagascar","genomic RNA","M","glycoprotein Gn",756,0.063,"0-50%","Africa","Eastern Africa"
"756","2007001564","Rift Valley fever phlebovirus","EU574072","1690","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1690,0.140833333333333,"0-50%","Africa","Eastern Africa"
"757","0435-08","Rift Valley fever phlebovirus","GQ443181","564","-N/A-","02/22/2008","Cattle","Bos taurus","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"758","0693-08","Rift Valley fever phlebovirus","GQ443228","756","-N/A-","03/11/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"759","93-Abeer","Rift Valley fever phlebovirus","HM587043","490","-N/A-","1993","Human","Homo sapiens","Egypt","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Northern Africa"
"760","0448-08","Rift Valley fever phlebovirus","GQ443182","564","-N/A-","02/26/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"761","200803169","Rift Valley fever phlebovirus","JF311393","1691","-N/A-","02/2008","Cattle","bovine","Madagascar","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"762","2007000041","Rift Valley fever phlebovirus","JF326197","1691","-N/A-","01/10/2007","Human","Homo sapiens","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"763","SPU2/98/9","Rift Valley fever phlebovirus","HM587055","490","-N/A-","1998","Goat","caprine","Kenya","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"764","Kenya 9800523","Rift Valley fever phlebovirus","DQ380169","1690","-N/A-","1998","Human","Homo sapiens","Kenya","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Eastern Africa"
"765","2269/74","Rift Valley fever phlebovirus","DQ380222","3885","-N/A-","1974","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"766","200803170","Rift Valley fever phlebovirus","JF311385","3885","-N/A-","03/2008","Cattle","bovine","Madagascar","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"767","2007000080","Rift Valley fever phlebovirus","EU574087","1691","-N/A-","01/12/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"768","KEN07-KLF112","Rift Valley fever phlebovirus","EF467177","3885","-N/A-","01/2007","Mosquito","Culex poicilipes","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"769","VRL1887/78","Rift Valley fever phlebovirus","HM587080","490","-N/A-","1978","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"770","Kenya 57 (Rintoul)","Rift Valley fever phlebovirus","DQ380192","3900","-N/A-","1951","Sheep","ovine","Kenya","genomic RNA","M","glycoprotein",3900,0.325,"0-50%","Africa","Eastern Africa"
"771","211977","Rift Valley fever phlebovirus","KF717593","601","-N/A-","12/05/2010","Human","Homo sapiens","Mauritania","genomic RNA","S","nonstructural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"772","0212-08","Rift Valley fever phlebovirus","GQ443126","627","-N/A-","01/30/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"773","S36_ARBkcx_SN_BA_2003","Rift Valley fever phlebovirus","JN995294","601","-N/A-","2003","Mosquito","Culex poicilipes","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"774","Ar20368RSA81","Rift Valley fever phlebovirus","EU312114","1690","-N/A-","1981","Mosquito","Culex zombaensis (mosquito)","South Africa","genomic RNA","S","NP, NSs",1690,0.140833333333333,"0-50%","Africa","Southern Africa"
"775","2007001564","Rift Valley fever phlebovirus","EU574017","6404","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"776","2007002482","Rift Valley fever phlebovirus","EU574062","1691","-N/A-","02/21/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"777","2007001107","Rift Valley fever phlebovirus","EU574075","1691","-N/A-","01/25/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"778","ZH-548","Rift Valley fever phlebovirus","DQ380151","1690","-N/A-","1977","Human","Homo sapiens","Egypt","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Northern Africa"
"779","H1 Chad 01","Rift Valley fever phlebovirus","AJ504997","601","-N/A-","-N/A-","Human","Homo sapiens","Chad","mRNA","-N/A-","NSs protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"780","ZS-6365","Rift Valley fever phlebovirus","DQ380205","3885","-N/A-","1979","Sheep","ovine","Egypt","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Northern Africa"
"781","2250/74","Rift Valley fever phlebovirus","DQ380143","1690","-N/A-","1974","Cattle","bovine","Zimbabwe","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Southern Africa"
"782","2007000003","Rift Valley fever phlebovirus","JF326196","1691","-N/A-","01/08/2007","Human","Homo sapiens","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"783","0779-08","Rift Valley fever phlebovirus","GQ443190","564","-N/A-","03/16/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"784","Kakamas","Rift Valley fever phlebovirus","JQ068143","3885","-N/A-","10/2009","Sheep","sheep","South Africa","viral cRNA","M","NSmGnGc",3885,0.32375,"0-50%","Africa","Southern Africa"
"785","0683-08","Rift Valley fever phlebovirus","GQ443226","756","-N/A-","03/12/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"786","1730-08","Rift Valley fever phlebovirus","GQ443253","756","-N/A-","04/25/2008","Cattle","Bos taurus","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"787","MgH824","Rift Valley fever phlebovirus","DQ380144","1691","-N/A-","1979","Human","Homo sapiens","Madagascar","genomic RNA","S","non-structural protein, nucleocapsid",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"788","73HB1230","Rift Valley fever phlebovirus","DQ380221","3885","-N/A-","1973","Human","Homo sapiens","Central African Republic","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Western Africa"
"789","0684-08","Rift Valley fever phlebovirus","GQ443227","756","-N/A-","03/12/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"790","1695-08","Rift Valley fever phlebovirus","GQ443252","756","-N/A-","04/20/2008","Sheep","Ovis aries","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"791","ZINGA J83 R1","Rift Valley fever phlebovirus","KU978776","3951","-N/A-","01/01/1969","Human","Homo sapiens","Central African Republic","genomic RNA","M","M polyprotein",3951,0.32925,"0-50%","Africa","Western Africa"
"792","1853/78","Rift Valley fever phlebovirus","DQ380168","1691","-N/A-","1978","Cattle","bovine","Zimbabwe","genomic RNA","S","non-structural protein, nucleocapsid",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"793","M8_HM_MR_ML_2003","Rift Valley fever phlebovirus","JN995335","718","-N/A-","2003","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"794","VRL2413/98","Rift Valley fever phlebovirus","HM587054","490","-N/A-","1998","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"795","2007002820","Rift Valley fever phlebovirus","JF309200","3885","-N/A-","02/09/2007","Buffalo","buffalo","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"796","200803169","Rift Valley fever phlebovirus","JF311384","3885","-N/A-","02/2008","Cattle","bovine","Madagascar","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"797","M211_HM_MR_RO_1987","Rift Valley fever phlebovirus","JN995301","718","-N/A-","1987","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"798","ZH-548","Rift Valley fever phlebovirus","NC_014397*","6404","-N/A-","1977","Unknown","-N/A-","Egypt","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Northern Africa"
"799","M06/10","Rift Valley fever phlebovirus","KX944803","1672","-N/A-","2010","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1672,0.139333333333333,"0-50%","Africa","Southern Africa"
"800","M127/09","Rift Valley fever phlebovirus","KX944804","1635","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1635,0.13625,"0-50%","Africa","Southern Africa"
"801","M12/10","Rift Valley fever phlebovirus","KX944805","1676","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1676,0.139666666666667,"0-50%","Africa","Southern Africa"
"802","M16/10","Rift Valley fever phlebovirus","KX944806","1675","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1675,0.139583333333333,"0-50%","Africa","Southern Africa"
"803","M1955","Rift Valley fever phlebovirus","KX944807","1655","-N/A-","1955","Unknown","unknown","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1655,0.137916666666667,"0-50%","Africa","Southern Africa"
"804","M1975/Bov","Rift Valley fever phlebovirus","KX944808","1653","-N/A-","1975","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1653,0.13775,"0-50%","Africa","Southern Africa"
"805","M19/10","Rift Valley fever phlebovirus","KX944809","1654","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1654,0.137833333333333,"0-50%","Africa","Southern Africa"
"806","M21/10","Rift Valley fever phlebovirus","KX944810","1676","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1676,0.139666666666667,"0-50%","Africa","Southern Africa"
"807","M247/09","Rift Valley fever phlebovirus","KX944811","1678","-N/A-","2009","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1678,0.139833333333333,"0-50%","Africa","Southern Africa"
"808","M259/09","Rift Valley fever phlebovirus","KX944812","1638","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1638,0.1365,"0-50%","Africa","Southern Africa"
"809","M25/10","Rift Valley fever phlebovirus","KX944813","1661","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1661,0.138416666666667,"0-50%","Africa","Southern Africa"
"810","M260/09","Rift Valley fever phlebovirus","KX944814","1626","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1626,0.1355,"0-50%","Africa","Southern Africa"
"811","M29/10","Rift Valley fever phlebovirus","KX944815","1617","-N/A-","2010","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1617,0.13475,"0-50%","Africa","Southern Africa"
"812","M33/10","Rift Valley fever phlebovirus","KX944816","1676","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1676,0.139666666666667,"0-50%","Africa","Southern Africa"
"813","M37/08","Rift Valley fever phlebovirus","KX944817","1691","-N/A-","2008","Buffalo","Buffalo","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"814","M48/08","Rift Valley fever phlebovirus","KX944866","6404","-N/A-","2008","Cattle","bovine","Madagascar","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"815","M57/74","Rift Valley fever phlebovirus","KX944867","6280","-N/A-","1974","Unknown","unknown","South Africa","genomic RNA","L","polymerase",6280,0.523333333333333,"50-90%","Africa","Southern Africa"
"816","M66/09","Rift Valley fever phlebovirus","KX944868","6333","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6333,0.52775,"50-90%","Africa","Southern Africa"
"817","M80/08/2","Rift Valley fever phlebovirus","KX944869","6392","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6392,0.532666666666667,"50-90%","Africa","Southern Africa"
"818","M84/08","Rift Valley fever phlebovirus","KX944870","6360","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6360,0.53,"50-90%","Africa","Southern Africa"
"819","M85/08","Rift Valley fever phlebovirus","KX944871","6397","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6397,0.533083333333333,"50-90%","Africa","Southern Africa"
"820","M39/08","Rift Valley fever phlebovirus","KX944818","1691","-N/A-","2008","Buffalo","Buffalo","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"821","M47/08","Rift Valley fever phlebovirus","KX944819","1691","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"822","M48/08","Rift Valley fever phlebovirus","KX944820","1691","-N/A-","2008","Cattle","bovine","Madagascar","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"823","M57/74","Rift Valley fever phlebovirus","KX944821","1654","-N/A-","1974","Unknown","unknown","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1654,0.137833333333333,"0-50%","Africa","Southern Africa"
"824","M66/09","Rift Valley fever phlebovirus","KX944822","1689","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1689,0.14075,"0-50%","Africa","Southern Africa"
"825","M80/08/2","Rift Valley fever phlebovirus","KX944823","1645","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1645,0.137083333333333,"0-50%","Africa","Southern Africa"
"826","M84/08","Rift Valley fever phlebovirus","KX944824","1638","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1638,0.1365,"0-50%","Africa","Southern Africa"
"827","M85/08","Rift Valley fever phlebovirus","KX944825","1691","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"828","M06/10","Rift Valley fever phlebovirus","KX944826","3877","-N/A-","2010","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3877,0.323083333333333,"0-50%","Africa","Southern Africa"
"829","M12/10","Rift Valley fever phlebovirus","KX944827","3875","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein",3875,0.322916666666667,"0-50%","Africa","Southern Africa"
"830","M127/09","Rift Valley fever phlebovirus","KX944828","3879","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3879,0.32325,"0-50%","Africa","Southern Africa"
"831","M16/10","Rift Valley fever phlebovirus","KX944829","3876","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein",3876,0.323,"0-50%","Africa","Southern Africa"
"832","M19/10","Rift Valley fever phlebovirus","KX944830","3878","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein",3878,0.323166666666667,"0-50%","Africa","Southern Africa"
"833","M1955","Rift Valley fever phlebovirus","KX944831","3885","-N/A-","1955","Unknown","unknown","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"834","M1975/Bov","Rift Valley fever phlebovirus","KX944832","3838","-N/A-","1975","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3838,0.319833333333333,"0-50%","Africa","Southern Africa"
"835","M21/10","Rift Valley fever phlebovirus","KX944833","3875","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein",3875,0.322916666666667,"0-50%","Africa","Southern Africa"
"836","M247/09","Rift Valley fever phlebovirus","KX944834","3884","-N/A-","2009","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein",3884,0.323666666666667,"0-50%","Africa","Southern Africa"
"837","M25/10","Rift Valley fever phlebovirus","KX944835","3878","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein",3878,0.323166666666667,"0-50%","Africa","Southern Africa"
"838","M259/09","Rift Valley fever phlebovirus","KX944836","3880","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3880,0.323333333333333,"0-50%","Africa","Southern Africa"
"839","M260/09","Rift Valley fever phlebovirus","KX944837","3866","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3866,0.322166666666667,"0-50%","Africa","Southern Africa"
"840","M29/10","Rift Valley fever phlebovirus","KX944838","3879","-N/A-","2010","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3879,0.32325,"0-50%","Africa","Southern Africa"
"841","M33/10","Rift Valley fever phlebovirus","KX944839","3878","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","M","glycoprotein",3878,0.323166666666667,"0-50%","Africa","Southern Africa"
"842","M37/08","Rift Valley fever phlebovirus","KX944840","3885","-N/A-","2008","Buffalo","Buffalo","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"843","M39/08","Rift Valley fever phlebovirus","KX944841","3885","-N/A-","2008","Buffalo","Buffalo","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"844","M47/08","Rift Valley fever phlebovirus","KX944842","3885","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"845","M48/08","Rift Valley fever phlebovirus","KX944843","3885","-N/A-","2008","Cattle","bovine","Madagascar","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"846","M57/74","Rift Valley fever phlebovirus","KX944844","3867","-N/A-","1974","Unknown","unknown","South Africa","genomic RNA","M","glycoprotein",3867,0.32225,"0-50%","Africa","Southern Africa"
"847","M66/09","Rift Valley fever phlebovirus","KX944845","3877","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3877,0.323083333333333,"0-50%","Africa","Southern Africa"
"848","M80/08/2","Rift Valley fever phlebovirus","KX944846","3879","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3879,0.32325,"0-50%","Africa","Southern Africa"
"849","M84/08","Rift Valley fever phlebovirus","KX944847","3876","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3876,0.323,"0-50%","Africa","Southern Africa"
"850","M85/08","Rift Valley fever phlebovirus","KX944848","3885","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Southern Africa"
"851","M06/10","Rift Valley fever phlebovirus","KX944849","6380","-N/A-","2010","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6380,0.531666666666667,"50-90%","Africa","Southern Africa"
"852","M12/10","Rift Valley fever phlebovirus","KX944850","6329","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6329,0.527416666666667,"50-90%","Africa","Southern Africa"
"853","M127/09","Rift Valley fever phlebovirus","KX944851","6404","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"854","M16/10","Rift Valley fever phlebovirus","KX944852","6403","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6403,0.533583333333333,"50-90%","Africa","Southern Africa"
"855","M19/10","Rift Valley fever phlebovirus","KX944853","6294","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6294,0.5245,"50-90%","Africa","Southern Africa"
"856","M1955","Rift Valley fever phlebovirus","KX944854","6373","-N/A-","1955","Unknown","unknown","South Africa","genomic RNA","L","polymerase",6373,0.531083333333333,"50-90%","Africa","Southern Africa"
"857","M1975/Bov","Rift Valley fever phlebovirus","KX944855","6388","-N/A-","1975","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6388,0.532333333333333,"50-90%","Africa","Southern Africa"
"858","M21/10","Rift Valley fever phlebovirus","KX944856","6329","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6329,0.527416666666667,"50-90%","Africa","Southern Africa"
"859","M247/09","Rift Valley fever phlebovirus","KX944857","6390","-N/A-","2009","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6390,0.5325,"50-90%","Africa","Southern Africa"
"860","M25/10","Rift Valley fever phlebovirus","KX944858","6398","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6398,0.533166666666667,"50-90%","Africa","Southern Africa"
"861","M259/09","Rift Valley fever phlebovirus","KX944859","6403","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6403,0.533583333333333,"50-90%","Africa","Southern Africa"
"862","M260/09","Rift Valley fever phlebovirus","KX944860","6390","-N/A-","2009","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6390,0.5325,"50-90%","Africa","Southern Africa"
"863","M29/10","Rift Valley fever phlebovirus","KX944861","6393","-N/A-","2010","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6393,0.53275,"50-90%","Africa","Southern Africa"
"864","M33/10","Rift Valley fever phlebovirus","KX944862","6404","-N/A-","2010","Sheep","ovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"865","M37/08","Rift Valley fever phlebovirus","KX944863","6404","-N/A-","2008","Buffalo","Buffalo","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"866","M39/08","Rift Valley fever phlebovirus","KX944864","6404","-N/A-","2008","Buffalo","Buffalo","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"867","M47/08","Rift Valley fever phlebovirus","KX944865","6404","-N/A-","2008","Cattle","bovine","South Africa","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"868","Niger 1","Rift Valley fever phlebovirus","MG897464","741","-N/A-","2016","Human","Homo sapiens","Niger","genomic RNA","S","NSs",741,0.06175,"0-50%","Africa","Western Africa"
"869","Niger 2","Rift Valley fever phlebovirus","MG897465","794","-N/A-","2016","Human","Homo sapiens","Niger","genomic RNA","S","NSs",794,0.0661666666666667,"0-50%","Africa","Western Africa"
"870","Niger 2","Rift Valley fever phlebovirus","MG897466","604","-N/A-","2016","Human","Homo sapiens","Niger","genomic RNA","M","glycoprotein",604,0.0503333333333333,"0-50%","Africa","Western Africa"
"871","Niger 1","Rift Valley fever phlebovirus","MG897467","550","-N/A-","2016","Human","Homo sapiens","Niger","genomic RNA","M","glycoprotein",550,0.0458333333333333,"0-50%","Africa","Western Africa"
"872","ZH-548","Rift Valley fever phlebovirus","NC_014396*","3885","-N/A-","1977","Human","Homo sapiens","Egypt","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Northern Africa"
"873","ZH-501-2018","Rift Valley fever phlebovirus","MH910494","567","-N/A-","2018","Cattle","cattle","Egypt","genomic RNA","M","glycoprotein",567,0.04725,"0-50%","Africa","Northern Africa"
"874","201601287","Rift Valley fever phlebovirus","MG953423","6227","-N/A-","03/15/2016","Human","Homo sapiens","Uganda","genomic RNA","L","polymerase",6227,0.518916666666667,"50-90%","Africa","Eastern Africa"
"875","201601287","Rift Valley fever phlebovirus","MG953418","3576","-N/A-","03/15/2016","Human","Homo sapiens","Uganda","genomic RNA","M","glycoprotein",3576,0.298,"0-50%","Africa","Eastern Africa"
"876","201601502","Rift Valley fever phlebovirus","MG953420","3815","-N/A-","06/09/2016","Human","Homo sapiens","Uganda","genomic RNA","M","glycoprotein",3815,0.317916666666667,"0-50%","Africa","Eastern Africa"
"877","201601502","Rift Valley fever phlebovirus","MG953421","6366","-N/A-","06/09/2016","Human","Homo sapiens","Uganda","genomic RNA","L","polymerase",6366,0.5305,"50-90%","Africa","Eastern Africa"
"878","201601292","Rift Valley fever phlebovirus","MG953422","6373","-N/A-","03/15/2016","Human","Homo sapiens","Uganda","genomic RNA","L","polymerase",6373,0.531083333333333,"50-90%","Africa","Eastern Africa"
"879","201601287","Rift Valley fever phlebovirus","MG953424","1615","-N/A-","03/15/2016","Human","Homo sapiens","Uganda","genomic RNA","S","nonstructural protein, nucleocapsid protein",1615,0.134583333333333,"0-50%","Africa","Eastern Africa"
"880","201601502","Rift Valley fever phlebovirus","MG953426","1641","-N/A-","06/09/2016","Human","Homo sapiens","Uganda","genomic RNA","S","nonstructural protein, nucleocapsid protein",1641,0.13675,"0-50%","Africa","Eastern Africa"
"881","SA344-18","Rift Valley fever phlebovirus","MH753237","229","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",229,0.0190833333333333,"0-50%","Africa","Southern Africa"
"882","SA344-18","Rift Valley fever phlebovirus","MH753238","1431","-N/A-","05/21/2018","Human","Homo sapiens","South Africa","genomic RNA","L","polymerase",1431,0.11925,"0-50%","Africa","Southern Africa"
