"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"9518","DENV-3/NI/BID-V4770/2009","Dengue virus 3","3-III","HQ541804","10264","-N/A-",2009-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10264,0.933090909090909,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"South America","Rest Central America"
"9519","DENV4-3274","Dengue virus 4",NA,"KU509287","10505","-N/A-",2009-01-01,"Human","Homo sapiens","India","genomic RNA",10505,0.955,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","India+"
"9520","DENV3-3140","Dengue virus 3",NA,"KU509282","10568","-N/A-",2009-01-01,"Human","Homo sapiens","Senegal","genomic RNA",10568,0.960727272727273,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Africa","Western Africa"
"9521","DENV3-2994","Dengue virus 3",NA,"KU509281","10259","-N/A-",2009-01-01,"Human","Homo sapiens","India","genomic RNA",10259,0.932636363636364,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","India+"
"9522","DENV2-1365","Dengue virus 2",NA,"KU509272","10262","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10262,0.932909090909091,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9523","DENV2-973","Dengue virus 2",NA,"KU509269","10557","-N/A-",2009-01-01,"Human","Homo sapiens","Philippines","genomic RNA",10557,0.959727272727273,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9524","DENV2-671","Dengue virus 2",NA,"KU509268","10523","-N/A-",2009-01-01,"Human","Homo sapiens","Indonesia","genomic RNA",10523,0.956636363636364,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Indonesia+"
"9525","DENV1-384","Dengue virus 1","1-I","KU509256","10579","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10579,0.961727272727273,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9526","Ser2_Thailand_nonBKK_Seq12","Dengue virus","2-AsianI","KY586568","10175","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10175,0.925,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9527","Ser2_Thailand_nonBKK_Seq52","Dengue virus",NA,"KY586700","10175","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10175,0.925,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9528","Ser2_Thailand_nonBKK_Seq37","Dengue virus","2-AsianI","KY586627","10175","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10175,0.925,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9529","Ser2_Thailand_nonBKK_Seq36","Dengue virus","2-AsianI","KY586626","10175","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10175,0.925,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9530","Ser2_Thailand_nonBKK_Seq30","Dengue virus","2-AsianI","KY586597","10175","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10175,0.925,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9531","Ser2_Thailand_nonBKK_Seq9","Dengue virus","2-AsianI","KY586559","10175","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10175,0.925,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9532","Ser1_Thailand_nonBKKSeq_35","Dengue virus","1-I","KY586493","10179","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9533","Ser1_Thailand_nonBKKSeq_9","Dengue virus","1-I","KY586338","10179","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9534","Ser1_Thailand_nonBKKSeq_4","Dengue virus","1-I","KY586330","10179","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9535","Ser1_Thailand_nonBKKSeq_3","Dengue virus","1-I","KY586329","10179","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9536","Ser1_Thailand_nonBKKSeq_22","Dengue virus","1-I","KY586431","10179","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10179,0.925363636363636,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9537","Ser3_Thailand_nonBKK_Seq40","Dengue virus",NA,"KY586822","10233","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10233,0.930272727272727,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9538","Ser3_Thailand_nonBKK_Seq35","Dengue virus","3-II","KY586813","10233","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10233,0.930272727272727,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9539","Ser3_Thailand_nonBKK_Seq33","Dengue virus","3-II","KY586811","10233","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10233,0.930272727272727,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9540","Ser3_Thailand_nonBKK_Seq32","Dengue virus","3-II","KY586810","10233","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10233,0.930272727272727,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9541","Ser3_Thailand_nonBKK_Seq31","Dengue virus","3-II","KY586809","10233","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10233,0.930272727272727,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9542","SG(EHI)D1/0091Y09","Dengue virus 1","1-V","JF960211","10714","-N/A-",2009-01-01,"Human","Homo sapiens","Singapore","genomic RNA",10714,0.974,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9543","01559/09","Dengue virus 4","4-I","MW945470","10164","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10164,0.924,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9544","01432/09","Dengue virus 4","4-I","MW945588","10164","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10164,0.924,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9545","00781/09","Dengue virus 4","4-I","MW945746","10164","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10164,0.924,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9546","01231/09","Dengue virus 3","3-II","MW946706","10173","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10173,0.924818181818182,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9547","00702/09","Dengue virus 3","3-II","MW946817","10172","-N/A-",2009-01-01,"Human","Homo sapiens","Thailand","genomic RNA",10172,0.924727272727273,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9548","BID-V4753","Dengue virus 3","3-III","MW946918","10173","-N/A-",2009-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10173,0.924818181818182,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"South America","Rest Central America"
"9549","SG(EHI)D2/EHI174Y09","Dengue virus 2","2-Cosmopolitan","MW512354","10176","-N/A-",2009-01-01,"Human","Homo sapiens","Singapore","genomic RNA",10176,0.925090909090909,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9550","SG(EHI)D2/EHI424Y09","Dengue virus 2","2-Cosmopolitan","MW512355","10176","-N/A-",2009-01-01,"Human","Homo sapiens","Singapore","genomic RNA",10176,0.925090909090909,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9551","SG(EHI)D2/EHI514Y09","Dengue virus 2","2-Cosmopolitan","MW512356","10176","-N/A-",2009-01-01,"Human","Homo sapiens","Singapore","genomic RNA",10176,0.925090909090909,">90%",2009-01-01,2008-12-28,2008-12-28,2008-12-28,2009-01-01,"Asia","Southeastern Asia"
"9552","DENV-3/NI/BID-V5514/2010","Dengue virus 3","3-III","JF937623","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9553","DENV-3/NI/BID-V5496/2010","Dengue virus 3","3-III","JF937625","10683","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10683,0.971181818181818,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9554","DENV-3/NI/BID-V5511/2010","Dengue virus 3","3-III","JF937621","10676","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10676,0.970545454545455,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9555","DENV-3/NI/BID-V5507/2010","Dengue virus 3","3-III","JF937648","10680","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10680,0.970909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9556","DENV-3/NI/BID-V5489/2010","Dengue virus 3","3-III","JF937624","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9557","DENV-3/NI/BID-V5477/2010","Dengue virus 3","3-III","JF937620","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9558","DENV-3/NI/BID-V5508/2010","Dengue virus 3","3-III","JF937626","10691","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10691,0.971909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9559","DENV-3/NI/BID-V5499/2010","Dengue virus 3","3-III","JF937634","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9560","DENV-3/NI/BID-V5512/2010","Dengue virus 3","3-III","JF937622","10680","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10680,0.970909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9561","DENV-3/NI/BID-V5491/2010","Dengue virus 3","3-III","JN000938","10685","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10685,0.971363636363636,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9562","DENV-3/NI/BID-V5517/2010","Dengue virus 3","3-III","JF937638","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9563","DENV-3/NI/BID-V5486/2010","Dengue virus 3","3-III","JF937629","10683","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10683,0.971181818181818,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9564","DENV-3/NI/BID-V5685/2010","Dengue virus 3","3-III","JF937627","10527","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10527,0.957,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9565","DENV-3/NI/BID-V5516/2010","Dengue virus 3","3-III","JF937637","10689","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10689,0.971727272727273,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9566","DENV-3/NI/BID-V5686/2010","Dengue virus 3","3-III","JF937628","10684","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10684,0.971272727272727,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9567","DENV-3/NI/BID-V5680/2010","Dengue virus 3","3-III","JF937639","10644","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10644,0.967636363636364,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9568","DENV-3/NI/BID-V5498/2010","Dengue virus 3","3-III","JF937633","10683","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10683,0.971181818181818,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9569","DENV-3/NI/BID-V5684/2010","Dengue virus 3","3-III","JN000937","10398","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10398,0.945272727272727,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9570","DENV-3/NI/BID-V5494/2010","Dengue virus 3","3-III","JF937646","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9571","DENV-3/NI/BID-V5681/2010","Dengue virus 3","3-III","JF937640","10678","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10678,0.970727272727273,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9572","DENV-3/NI/BID-V5478/2010","Dengue virus 3","3-III","JF920397","10676","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10676,0.970545454545455,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9573","DENV-3/NI/BID-V5474/2010","Dengue virus 3","3-III","JF920408","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9574","DENV-3/NI/BID-V5471/2010","Dengue virus 3","3-III","JF920409","10680","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10680,0.970909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9575","DENV-3/NI/BID-V5467/2010","Dengue virus 3","3-III","JF920405","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9576","DENV-3/NI/BID-V5468/2010","Dengue virus 3","3-III","JF920406","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9577","DENV-3/NI/BID-V5488/2010","Dengue virus 3","3-III","JN093513","10690","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10690,0.971818181818182,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9578","DENV-3/NI/BID-V5492/2010","Dengue virus 3","3-III","JN093515","10679","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10679,0.970818181818182,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9579","DENV-3/NI/BID-V5482/2010","Dengue virus 3","3-III","JF920401","10681","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10681,0.971,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9580","GZ30","Dengue virus 4","4-II","JQ822247","10653","-N/A-",2010-01-01,"Human","Homo sapiens","China","genomic RNA",10653,0.968454545454545,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","China+"
"9581","DENV-2/US/BID-V4825/2010","Dengue virus 2","2-AsianII","HQ541799","10508","-N/A-",2010-01-01,"Mouse","Mus musculus","United States of America","genomic RNA",10508,0.955272727272727,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"North America","USA"
"9582","GZ40","Dengue virus 2",NA,"JX470186","10723","-N/A-",2010-01-01,"Human","Homo sapiens","China","genomic RNA",10723,0.974818181818182,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","China+"
"9583","KDH0030A","Dengue virus 1","1-I","HG316482","10735","-N/A-",2010-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10735,0.975909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","Southeastern Asia"
"9584","KDH0010A","Dengue virus 3",NA,"HG316483","10707","-N/A-",2010-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10707,0.973363636363636,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","Southeastern Asia"
"9585","KDH0014A","Dengue virus 3",NA,"HG316484","10707","-N/A-",2010-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10707,0.973363636363636,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","Southeastern Asia"
"9586","KDH0026A","Dengue virus 1","1-I","HG316481","10735","-N/A-",2010-01-01,"Unknown","-N/A-","Thailand","genomic RNA",10735,0.975909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","Southeastern Asia"
"9587","9479/BR-PE/10","Dengue virus 2","2_AsianAmerican","JX669479","10726","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10726,0.975090909090909,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9588","13501/BR-PE/10","Dengue virus 1",NA,"JX669463","10735","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10735,0.975909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9589","13858/BR-PE/10","Dengue virus 2","2_AsianAmerican","JX669476","10723","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10723,0.974818181818182,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9590","13671/BR-PE/10","Dengue virus 1",NA,"JX669464","10736","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10736,0.976,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9591","13861/BR-PE/10","Dengue virus 1",NA,"JX669465","10736","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10736,0.976,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9592","14905/BR-PE/10","Dengue virus 2","2_AsianAmerican","JX669477","10723","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10723,0.974818181818182,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9593","14985/BR-PE/10","Dengue virus 1",NA,"JX669466","10737","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10737,0.976090909090909,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9594","19190/BR-PE/10","Dengue virus 2","2_AsianAmerican","JX669478","10723","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10723,0.974818181818182,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9595","9808/BR-PE/10","Dengue virus 1",NA,"JX669461","10736","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10736,0.976,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9596","12898/BR-PE/10","Dengue virus 1",NA,"JX669462","10737","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10737,0.976090909090909,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9597","DENV-1/PR/BID-V7722/2010","Dengue virus 1",NA,"KJ189360","10265","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10265,0.933181818181818,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9598","242/2010/BR/RJ/2010","Dengue virus 1",NA,"KF672759","10176","-N/A-",2010-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10176,0.925090909090909,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Brazil"
"9599","DV1_SL_2010b","Dengue virus 1","1-I","JN054255","10735","-N/A-",2010-01-01,"Human","Homo sapiens","Sri Lanka","genomic RNA",10735,0.975909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","India+"
"9600","DENV-3/NI/BID-V5475/2010","Dengue virus 3","3-III","KF921925","9613","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",9613,0.873909090909091,"50-90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9601","DENV-3/NI/BID-V5682/2010","Dengue virus 3","3-III","KF921929","10442","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10442,0.949272727272727,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9602","DENV-1/PR/BID-V8183/2010","Dengue virus 1",NA,"KJ189363","10648","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10648,0.968,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9603","DENV-1/PR/BID-V8184/2010","Dengue virus 1",NA,"KJ189364","10444","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10444,0.949454545454545,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9604","DENV-3/NI/BID-V5483/2010","Dengue virus 3","3-III","KF921928","10575","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10575,0.961363636363636,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9605","DENV-3/NI/BID-V5472/2010","Dengue virus 3","3-III","KF921924","10599","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10599,0.963545454545455,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9606","DENV-3/NI/BID-V5479/2010","Dengue virus 3","3-III","KF921926","10556","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10556,0.959636363636364,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9607","DENV-3/NI/BID-V5480/2010","Dengue virus 3","3-III","KF921927","9558","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",9558,0.868909090909091,"50-90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9608","DENV-1/PR/BID-V8181/2010","Dengue virus 1",NA,"KJ189361","10522","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10522,0.956545454545455,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9609","DENV-1/PR/BID-V8187/2010","Dengue virus 1",NA,"KJ189366","10453","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10453,0.950272727272727,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9610","DENV-1/PR/BID-V8188/2010","Dengue virus 1",NA,"KJ189367","10452","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10452,0.950181818181818,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9611","DENV-1/PR/BID-V8182/2010","Dengue virus 1",NA,"KJ189362","10456","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10456,0.950545454545455,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9612","DENV-1/PR/BID-V8185/2010","Dengue virus 1",NA,"KJ189365","10798","-N/A-",2010-01-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10798,0.981636363636364,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
"9613","DENV-2/MX/BID-V7537/2010","Dengue virus 2","2_AsianAmerican","KJ189309","10300","-N/A-",2010-01-01,"Mosquito","mosquito","Mexico","genomic RNA",10300,0.936363636363636,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Mexico"
"9614","RR121","Dengue virus 1","1-V","JQ692085","10669","-N/A-",2010-01-01,"Human","Homo sapiens","India","genomic RNA",10669,0.969909090909091,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"Asia","India+"
"9615","DENV-3/NI/BID-V5515/2010","Dengue virus 3","3-III","KF971711","10523","-N/A-",2010-01-01,"Human","Homo sapiens","Nicaragua","genomic RNA",10523,0.956636363636364,">90%",2010-01-01,2009-12-27,2009-12-27,2009-12-27,2010-01-01,"South America","Rest Central America"
