"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"1088","Yunnan/01/2019","Zika virus","Asian","MN190155","10647","-N/A-",2019-07-02,"Human","Homo sapiens","China","genomic RNA",10647,0.967909090909091,">90%",2019-07-02,2019-06-30,2019-06-23,2019-06-09,2019-01-01,"Asia","China+"
"1089","BK1463","Zika virus","Asian","OM964565","10608","-N/A-",2019-10-03,"Human","Homo sapiens","Thailand","genomic RNA",10608,0.964363636363636,">90%",2019-10-03,2019-09-29,2019-09-29,2019-09-29,2019-01-01,"Asia","Southeastern Asia"
"1090","ZIKV/Homo_sapiens/Cambodia/2019/SZ1901","Zika virus","Asian","MZ008356","10686","-N/A-",2019-12-01,"Human","Homo sapiens","Cambodia","genomic RNA",10686,0.971454545454545,">90%",2019-12-01,2019-12-01,2019-11-24,2019-11-24,2019-01-01,"Asia","Southeastern Asia"
"1091","BK2351","Zika virus","Asian","OM964566","10608","-N/A-",2019-12-12,"Human","Homo sapiens","Thailand","genomic RNA",10608,0.964363636363636,">90%",2019-12-12,2019-12-08,2019-12-08,2019-11-24,2019-01-01,"Asia","Southeastern Asia"
"1092","BK2504","Zika virus","Asian","OM964567","10608","-N/A-",2019-12-24,"Human","Homo sapiens","Thailand","genomic RNA",10608,0.964363636363636,">90%",2019-12-24,2019-12-22,2019-12-22,2019-12-22,2019-01-01,"Asia","Southeastern Asia"
"1093","BK2763","Zika virus","Asian","OM964568","10608","-N/A-",2020-01-26,"Human","Homo sapiens","Thailand","genomic RNA",10608,0.964363636363636,">90%",2020-01-26,2020-01-26,2020-01-19,2020-01-19,2020-01-01,"Asia","Southeastern Asia"
"1094","DK","Zika virus",NA,"MT505349","11520","-N/A-",2020-05-19,"Unknown","-N/A-","United States of America","genomic RNA",11520,1.04727272727273,">90%",2020-05-19,2020-05-17,2020-05-10,2020-05-10,2020-01-01,"North America","USA"
"1095","DK23","Zika virus",NA,"MT505350","11520","-N/A-",2020-05-19,"Unknown","-N/A-","United States of America","genomic RNA",11520,1.04727272727273,">90%",2020-05-19,2020-05-17,2020-05-10,2020-05-10,2020-01-01,"North America","USA"
"1096","MCL-21-H-8900_RNA-7139","Zika virus","Asian","OM666892","10753","-N/A-",2021-07-22,"Human","Homo sapiens","India","genomic RNA",10753,0.977545454545454,">90%",2021-07-22,2021-07-18,2021-07-18,2021-07-04,2021-01-01,"Asia","India+"
"1097","MCL-21-H-8901_RNA-7140","Zika virus","Asian","OM666893","10748","-N/A-",2021-07-22,"Human","Homo sapiens","India","genomic RNA",10748,0.977090909090909,">90%",2021-07-22,2021-07-18,2021-07-18,2021-07-04,2021-01-01,"Asia","India+"
"1098","211784","Zika virus","Asian","OK054351","10748","-N/A-",2021-07-28,"Human","Homo sapiens","India","genomic RNA",10748,0.977090909090909,">90%",2021-07-28,2021-07-25,2021-07-18,2021-07-04,2021-01-01,"Asia","India+"
"1099","MCl-21-H-11953_RNA-7996","Zika virus","Asian","OM666891","10749","-N/A-",2021-08-20,"Human","Homo sapiens","India","genomic RNA",10749,0.977181818181818,">90%",2021-08-20,2021-08-15,2021-08-15,2021-08-01,2021-01-01,"Asia","India+"
"1100","584","Zika virus","Asian","OM522327","10806","-N/A-",2021-09-16,"Human","Homo sapiens","Mexico","genomic RNA",10806,0.982363636363636,">90%",2021-09-16,2021-09-12,2021-09-12,2021-08-29,2021-01-01,"South America","Mexico"
"1101","ARB15076","Zika virus","East_African","KF268949","10776","-N/A-",NA,"Insect","Aedes opok","Central African Republic","genomic RNA",10776,0.979636363636364,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1102","ArD158084","Zika virus","East_African","KF383119","10272","-N/A-",NA,"Unknown","-N/A-","Senegal","genomic RNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1103","ArD128000","Zika virus","West_African","KF383117","10272","-N/A-",NA,"Unknown","-N/A-","Senegal","genomic RNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1104","ArD158095","Zika virus","East_African","KF383121","9981","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",9981,0.907363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1105","MR 766","Zika virus","East_African","DQ859059","10254","-N/A-",NA,"Unknown","-N/A-","Uganda","genomic RNA",10254,0.932181818181818,">90%",NA,NA,NA,NA,NA,"Africa","Eastern Africa"
"1106","ArB1362","Zika virus","East_African","KF383115","10272","-N/A-",NA,"Unknown","-N/A-","Central African Republic","genomic RNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1107","MR766-NIID","Zika virus","East_African","LC002520","10807","-N/A-",NA,"Unknown","-N/A-","Uganda","genomic RNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,"Africa","Eastern Africa"
"1108","MR 766","Zika virus","East_African","AY632535","10794","-N/A-",NA,"Monkey","sentinel monkey","Uganda","genomic RNA",10794,0.981272727272727,">90%",NA,NA,NA,NA,NA,"Africa","Eastern Africa"
"1109","ARB7701","Zika virus","East_African","KF268950","10755","-N/A-",NA,"Mosquito","Aedes africanus","Central African Republic","genomic RNA",10755,0.977727272727273,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1110","ArD142623","Zika virus",NA,"KF383120","9981","-N/A-",NA,"Unknown","-N/A-","Senegal","genomic RNA",9981,0.907363636363636,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1111","ArD7117","Zika virus","West_African","KF383116","10272","-N/A-",NA,"Unknown","-N/A-","Senegal","genomic RNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1112","ArD157995","Zika virus","East_African","KF383118","10272","-N/A-",NA,"Unknown","-N/A-","Senegal","genomic RNA",10272,0.933818181818182,">90%",NA,NA,NA,NA,NA,"Africa","Western Africa"
"1113","MR776","Zika virus","East_African","KX830960","10807","-N/A-",NA,"Rhesus Monkey","sentinel rhesus",NA,"genomic RNA",10807,0.982454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1114","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_08/1947","Zika virus","East_African","MH061852","10748","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10748,0.977090909090909,">90%",NA,NA,NA,NA,NA,NA,NA
"1115","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_04/1947","Zika virus","East_African","MH061853","10729","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10729,0.975363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1116","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_06/1947","Zika virus","East_African","MH061854","10733","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10733,0.975727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1117","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_03/1947","Zika virus","East_African","MH061855","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1118","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_03/1947","Zika virus","East_African","MH061856","10722","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10722,0.974727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1119","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_07/1947","Zika virus","East_African","MH061857","10744","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10744,0.976727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1120","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_05/1947","Zika virus","East_African","MH061858","10720","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10720,0.974545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1121","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_01/1947","Zika virus","East_African","MH061859","10718","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10718,0.974363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1122","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_06/1947","Zika virus","East_African","MH061860","10720","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10720,0.974545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1123","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_08/1947","Zika virus","East_African","MH061861","10720","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10720,0.974545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1124","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_01/1947","Zika virus","East_African","MH061862","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1125","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_02/1947","Zika virus","East_African","MH061863","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1126","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_07/1947","Zika virus","East_African","MH061864","10724","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10724,0.974909090909091,">90%",NA,NA,NA,NA,NA,NA,NA
"1127","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_02/1947","Zika virus","East_African","MH061865","10742","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10742,0.976545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1128","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_07/1947","Zika virus","East_African","MH061866","10728","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10728,0.975272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1129","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_07/1947","Zika virus","East_African","MH061868","10723","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10723,0.974818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1130","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_06/1947","Zika virus","East_African","MH061869","10721","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10721,0.974636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1131","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_05/1947","Zika virus","East_African","MH061870","10744","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10744,0.976727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1132","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_04/1947","Zika virus","East_African","MH061871","10736","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10736,0.976,">90%",NA,NA,NA,NA,NA,NA,NA
"1133","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_05/1947","Zika virus","East_African","MH061872","10720","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10720,0.974545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1134","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_01/1947","Zika virus","East_African","MH061873","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1135","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_03/1947","Zika virus","East_African","MH061874","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1136","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_03/1947","Zika virus","East_African","MH061875","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1137","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_07/1947","Zika virus","East_African","MH061876","10733","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10733,0.975727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1138","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_07/1947","Zika virus","East_African","MH061877","10721","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10721,0.974636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1139","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_05/1947","Zika virus","East_African","MH061878","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1140","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_05/1947","Zika virus","East_African","MH061879","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1141","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_08/1947","Zika virus","East_African","MH061880","10743","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10743,0.976636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1142","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_02/1947","Zika virus","East_African","MH061881","10726","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10726,0.975090909090909,">90%",NA,NA,NA,NA,NA,NA,NA
"1143","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_08/1947","Zika virus","East_African","MH061882","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1144","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_08/1947","Zika virus","East_African","MH061883","10722","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10722,0.974727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1145","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_01/1947","Zika virus","East_African","MH061884","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1146","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_06/1947","Zika virus","East_African","MH061885","10723","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10723,0.974818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1147","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_05/1947","Zika virus","East_African","MH061886","10718","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10718,0.974363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1148","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_05/1947","Zika virus","East_African","MH061887","10724","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10724,0.974909090909091,">90%",NA,NA,NA,NA,NA,NA,NA
"1149","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_02/1947","Zika virus","East_African","MH061888","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1150","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_07/1947","Zika virus","East_African","MH061889","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1151","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_08/1947","Zika virus","East_African","MH061890","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1152","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_06/1947","Zika virus","East_African","MH061891","10719","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10719,0.974454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1153","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_03/1947","Zika virus","East_African","MH061892","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1154","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_03/1947","Zika virus","East_African","MH061893","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1155","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_03/1947","Zika virus","East_African","MH061894","10739","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10739,0.976272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1156","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_01/1947","Zika virus","East_African","MH061895","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1157","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_04/1947","Zika virus","East_African","MH061896","10727","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10727,0.975181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1158","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_01/1947","Zika virus","East_African","MH061897","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1159","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_02/1947","Zika virus","East_African","MH061898","10739","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10739,0.976272727272727,">90%",NA,NA,NA,NA,NA,NA,NA
"1160","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_08/1947","Zika virus","East_African","MH061899","10736","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10736,0.976,">90%",NA,NA,NA,NA,NA,NA,NA
"1161","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_04/1947","Zika virus","East_African","MH061900","10744","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10744,0.976727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1162","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_07/1947","Zika virus","East_African","MH061901","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1163","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_08/1947","Zika virus","East_African","MH061902","10747","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10747,0.977,">90%",NA,NA,NA,NA,NA,NA,NA
"1164","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_04/1947","Zika virus","East_African","MH061867","10720","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10720,0.974545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1165","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_04/1947","Zika virus","East_African","MH061903","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1166","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC3-P8_02/1947","Zika virus","East_African","MH061904","10744","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10744,0.976727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1167","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AA1-P8_01/1947","Zika virus","East_African","MH061905","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1168","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FC11-P7_01/1947","Zika virus","East_African","MH061906","10741","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10741,0.976454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1169","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_06/1947","Zika virus","East_African","MH061907","10733","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10733,0.975727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1170","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_06/1947","Zika virus","East_African","MH061908","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1171","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC11-P5_04/1947","Zika virus","East_African","MH061909","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1172","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-FA12-P7_04/1947","Zika virus","East_African","MH061910","10735","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10735,0.975909090909091,">90%",NA,NA,NA,NA,NA,NA,NA
"1173","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GD12-P10_06/1947","Zika virus","East_African","MH061911","10740","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10740,0.976363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1174","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_03/1947","Zika virus","East_African","MH061912","10723","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10723,0.974818181818182,">90%",NA,NA,NA,NA,NA,NA,NA
"1175","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_05/1947","Zika virus","East_African","MH061913","10725","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10725,0.975,">90%",NA,NA,NA,NA,NA,NA,NA
"1176","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-GA3-P10_02/1947","Zika virus","East_African","MH061914","10744","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10744,0.976727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1177","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-P12_02/1947","Zika virus","East_African","MH061915","10744","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10744,0.976727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1178","Dakar","Zika virus","West_African","MG758785","10806","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10806,0.982363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1179","Dakar","Zika virus","West_African","MG758786","10806","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10806,0.982363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1180","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_05/1947","Zika virus","East_African","MH130094","10700","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10700,0.972727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1181","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_07/1947","Zika virus","East_African","MH130095","10699","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10699,0.972636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1182","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_05/1947","Zika virus","East_African","MH130096","10724","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10724,0.974909090909091,">90%",NA,NA,NA,NA,NA,NA,NA
"1183","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_03/1947","Zika virus","East_African","MH130097","10700","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10700,0.972727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1184","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_01/1947","Zika virus","East_African","MH130098","10699","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10699,0.972636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1185","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_02/1947","Zika virus","East_African","MH130099","10700","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10700,0.972727272727273,">90%",NA,NA,NA,NA,NA,NA,NA
"1186","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_01/1947","Zika virus","East_African","MH130100","10705","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10705,0.973181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1187","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_08/1947","Zika virus","East_African","MH130101","10699","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10699,0.972636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1188","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_02/1947","Zika virus","East_African","MH130102","10694","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10694,0.972181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1189","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_06/1947","Zika virus","East_African","MH130103","10708","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10708,0.973454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1190","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_07/1947","Zika virus","East_African","MH130104","10698","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10698,0.972545454545454,">90%",NA,NA,NA,NA,NA,NA,NA
"1191","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_04/1947","Zika virus","East_African","MH130105","10705","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10705,0.973181818181818,">90%",NA,NA,NA,NA,NA,NA,NA
"1192","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC10-P12_08/1947","Zika virus","East_African","MH130106","10707","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10707,0.973363636363636,">90%",NA,NA,NA,NA,NA,NA,NA
"1193","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_03/1947","Zika virus","East_African","MH130107","10699","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10699,0.972636363636364,">90%",NA,NA,NA,NA,NA,NA,NA
"1194","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_04/1947","Zika virus","East_African","MH130108","10708","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10708,0.973454545454545,">90%",NA,NA,NA,NA,NA,NA,NA
"1195","ZIKV/Macaca mulatta/UGA/MR-766-VEROE6-AC4-P12_06/1947","Zika virus","East_African","MH130109","10725","-N/A-",NA,"Unknown","-N/A-",NA,"genomic RNA",10725,0.975,">90%",NA,NA,NA,NA,NA,NA,NA
"1196","UNKNOWN-LP981792","Zika virus","Asian","LP981792","10676","-N/A-",NA,"Unknown","-N/A-",NA,"unassigned DNA",10676,0.970545454545455,">90%",NA,NA,NA,NA,NA,NA,NA
